datetime,A,D,F,q,w,e,r,c,v,b,z,a,s,d,f,b,v,d,center
2022-06-28,2,2022,6,27,3,0,204,29809,7507.719816,223797620,3631229,63315957833,0,8,27,25,30,2,279070081
2022-06-29,2,2022,6,27,4,0,204,27680,7671.442197,212345520,3936871,65416483490,4,12,26,24,29,21,340668744
2022-06-30,2,2022,6,27,5,0,201,25901,8116.654183,210229460,3538893,62266421745,16,40,25,23,29,36,181101203
2022-07-01,2,2022,7,27,6,0,203,33261,7981.384204,265468820,3721239,63732597811,10,4,27,22,32,0,194231245
2022-07-02,2,2022,7,27,7,0,204,37950,8549.399736,324449720,3112309,59863221835,0,0,27,22,33,0,195802743
2022-07-03,2,2022,7,28,1,0,203,32391,8306.974159,269071200,3427030,59669886687,0,0,28,23,33,2,33657723
2022-07-04,2,2022,7,28,2,0,204,30147,7671.045875,231259020,3304358,54985430383,0,1,27,23,32,2,186985782
2022-07-05,2,2022,7,28,3,0,204,30304,7600.523363,230326260,3155206,58288221768,0,2,27,24,32,2,269121599
2022-07-06,2,2022,7,28,4,0,204,29923,7735.013535,231454810,3636365,61077113802,0,1,28,24,32,2,202449333
2022-07-07,2,2022,7,28,5,0,204,29675,7555.120472,224198200,4080741,57708143447,0,3,28,25,32,2,176998128
2022-07-08,2,2022,7,28,6,0,204,32558,8134.866392,264854980,4083512,60228756943,3,1,27,24,30,4,198021582
2022-07-09,2,2022,7,28,7,0,204,37862,8609.529872,325974020,3693416,56994020939,0,0,27,23,31,0,190764081
2022-07-10,2,2022,7,29,1,0,203,32145,8461.695754,272001210,4531157,56865751677,0,0,27,23,32,4,29986116
2022-07-11,2,2022,7,29,2,0,204,28918,7825.537382,226298890,3603734,52194510572,1,2,25,23,29,16,180655619
2022-07-12,2,2022,7,29,3,0,204,30471,7663.324801,233509170,4170830,56791967572,1,1,25,23,29,0,276595960
2022-07-13,2,2022,7,29,4,0,203,25255,8120.804593,205090920,4412195,59453277150,0,0,24,23,26,33,186634180
2022-07-14,2,2022,7,29,5,0,204,30497,7716.026494,235315660,3812651,56786570320,2,2,26,23,30,3,191614487
2022-07-15,2,2022,7,29,6,0,204,31690,8250.802461,261467930,3637378,58947938722,1,6,25,21,31,2,182900648
2022-07-16,2,2022,7,29,7,0,204,34983,8641.38896,302301710,4591987,55610792321,0,1,25,21,30,2,223948826
2022-07-17,2,2022,7,30,1,0,202,31297,8309.490047,260062110,4215679,55485953400,0,1,25,21,29,0,29457509
2022-07-18,2,2022,7,30,2,0,204,31003,7622.608135,236323720,3794743,51164696434,1,7,23,21,26,39,168802318
2022-07-19,2,2022,7,30,3,0,203,30584,7561.921593,231273810,3764625,57244944677,0,2,25,22,30,1,266871864
2022-07-20,2,2022,7,30,4,0,203,31302,7701.647818,241076980,3661293,62570092237,1,4,26,22,31,1,180208622
2022-07-21,2,2022,7,30,5,0,202,27211,8220.628422,223691520,3342139,61397263025,1,1,24,22,27,17,186992902
2022-07-22,2,2022,7,30,6,0,204,32748,8361.805912,273832420,3611847,70043572062,0,4,24,21,28,4,186254811
2022-07-23,2,2022,7,30,7,0,204,33935,8854.732872,300485360,3646835,66858974211,0,2,24,21,28,8,212042094
2022-07-24,2,2022,7,31,1,0,204,32516,8506.411305,276594470,4332537,66327796229,0,1,25,22,28,10,32043818
2022-07-25,2,2022,7,31,2,0,205,33769,7955.351654,268644270,4012596,62238579963,1,6,26,23,31,0,208700397
2022-07-26,2,2022,7,31,3,0,205,33115,7972.22437,264000210,3237924,70462532921,1,3,26,22,31,0,280939284
2022-07-27,2,2022,7,31,4,0,206,33957,8108.74665,275348710,3263709,76901903511,1,5,26,22,30,0,219155377
2022-07-28,2,2022,7,31,5,0,206,35424,8140.647019,288374280,3563614,70453213167,1,3,26,22,31,0,222641578
2022-07-29,2,2022,7,31,6,0,206,38663,8428.939813,325888100,3498545,72191570701,5,11,28,24,33,0,499055148
2022-07-30,2,2022,7,31,7,0,206,43761,9148.852403,400362930,4113234,70966227538,0,13,28,24,31,1,257597773
2022-07-31,2,2022,7,32,1,0,204,35327,9713.151697,343136510,3148447,69787835404,4,0,26,25,28,23,43048321
2022-08-01,2,2022,8,32,2,0,205,39333,8821.024585,346957360,3471533,64851108251,17,0,27,25,30,15,228008319
2022-08-02,2,2022,8,32,3,0,206,37011,8643.203912,319893620,3277692,66407089647,0,3,27,25,30,11,341046404
2022-08-03,2,2022,8,32,4,0,206,36772,8524.424562,313460140,3631732,68026158056,0,0,28,25,31,13,261461641
2022-08-04,2,2022,8,32,5,0,206,37285,8500.508515,316941460,4021568,65267130398,0,2,28,25,33,2,255384497
2022-08-05,2,2022,8,32,6,0,206,38553,8620.964905,332364060,3771337,67130316777,1,5,28,25,32,1,246047394
2022-08-06,2,2022,8,32,7,0,205,40321,8795.856998,354657750,4057460,65046135358,0,1,29,26,33,1,259945094
2022-08-07,2,2022,8,33,1,0,205,34163,8849.428329,302323020,3751471,64786378330,0,1,29,26,33,2,43330488
2022-08-08,2,2022,8,33,2,0,206,28775,8682.308601,249833430,3788661,60185651184,1,6,28,26,31,22,225760998
2022-08-09,2,2022,8,33,3,0,205,27320,8633.799048,235875390,3878905,61462315960,1,2,27,25,30,32,268422623
2022-08-10,2,2022,8,33,4,0,205,30329,8257.56141,250443580,3163169,69896602352,1,4,26,24,28,37,188548243
2022-08-11,2,2022,8,33,5,0,204,30436,8338.780392,253799120,3662393,67751415683,0,0,25,24,27,36,188022319
2022-08-12,2,2022,8,33,6,0,206,37233,8403.913464,312902910,3107326,77344545847,0,3,27,23,32,2,201997085
2022-08-13,2,2022,8,33,7,0,207,39904,9333.870539,372458770,4199176,74351440588,0,0,26,23,29,11,230960565
2022-08-14,2,2022,8,34,1,0,206,40176,9222.738949,370532760,4059976,74269539740,0,1,27,25,31,10,37530668
2022-08-15,2,2022,8,34,2,1,206,33362,8786.225946,293126070,3774132,68880743016,1,4,28,25,32,5,202733164
2022-08-16,2,2022,8,34,3,0,207,33582,8080.701864,271366130,4293916,68031016771,0,2,26,23,29,25,314743439
2022-08-17,2,2022,8,34,4,0,206,31143,8073.907138,251445690,3457990,69284764197,0,0,24,22,29,7,254331583
2022-08-18,2,2022,8,34,5,0,207,33081,7884.350836,260822210,3113106,66804541040,1,2,24,20,30,0,205809918
2022-08-19,2,2022,8,34,6,0,208,31522,8440.838779,266072120,3951272,65861390635,0,6,26,21,30,5,218097783
2022-08-20,2,2022,8,34,7,0,208,36853,8850.200526,326156440,3308320,63244744564,0,1,26,23,30,17,218471964
2022-08-21,2,2022,8,35,1,0,207,34630,8518.389547,294991830,3610649,63150191827,0,2,26,22,31,0,31670608
2022-08-22,2,2022,8,35,2,0,208,32319,7812.141465,252480600,3986499,59687131424,0,4,26,21,31,0,195713770
2022-08-23,2,2022,8,35,3,0,208,31374,7846.851533,246187120,3175986,68543853596,0,4,24,22,28,6,285370934
2022-08-24,2,2022,8,35,4,0,208,30894,7843.288664,242310560,3616498,74496987693,0,10,23,20,26,9,199480339
2022-08-25,2,2022,8,35,5,0,208,30601,8010.639195,245133570,3729537,70754345790,0,8,23,19,27,0,188305024
2022-08-26,2,2022,8,35,6,0,209,34927,8376.139949,292553440,4117384,71831886167,4,11,23,18,28,0,333780613
2022-08-27,2,2022,8,35,7,0,209,38637,8707.515335,336432270,3791335,68397458659,0,9,21,17,27,1,214942848
2022-08-28,2,2022,8,36,1,0,208,34865,8458.374875,294901240,3989580,68242350829,0,17,21,14,27,0,34611886
2022-08-29,2,2022,8,36,2,0,209,31581,7782.376112,245775220,3783626,63128910919,2,2,20,17,23,1,185707634
2022-08-30,2,2022,8,36,3,0,208,26894,7993.125604,214967120,3428564,64318582929,1,0,20,19,22,30,274556810
2022-08-31,2,2022,8,36,4,0,208,30485,7720.348368,235354820,4226533,66100945318,30,3,21,19,24,12,216225338
2022-09-01,3,2022,9,36,5,0,208,33133,7648.835904,253428880,5731248,62397718907,4,5,22,18,26,0,191583187
2022-09-02,3,2022,9,36,6,0,208,33866,7778.166598,263415390,3641665,63650379890,1,3,22,18,26,4,217673038
2022-09-03,3,2022,9,36,7,0,208,36251,8287.119804,300416380,3074818,60876649185,0,2,23,20,26,2,220636202
2022-09-04,3,2022,9,37,1,0,206,25059,8367.807574,209688890,3507045,60639398237,0,1,24,21,27,7,35724631
2022-09-05,3,2022,9,37,2,0,204,24669,7797.430784,192354820,3958569,57035664889,0,4,23,20,25,66,246637491
2022-09-06,3,2022,9,37,3,0,209,29395,7334.081306,215585320,3623104,66128709973,1,1,21,17,26,60,289684482
2022-09-07,3,2022,9,37,4,0,207,32546,7151.696983,232759130,3427096,76707901995,0,0,21,15,28,0,242805944
2022-09-08,3,2022,9,37,5,0,209,33607,7856.889934,264046500,3453882,74889337106,1,5,21,14,28,0,263888901
2022-09-09,3,2022,9,37,6,1,209,35795,9087.448247,325285210,4200572,69601284689,0,2,21,16,28,0,325547284
2022-09-10,3,2022,9,37,7,1,202,39552,9633.753287,381034210,4194214,69574338382,0,0,21,17,26,0,25256490
2022-09-11,3,2022,9,38,1,1,201,37467,8815.409827,330286960,3515872,69403673728,0,0,22,18,27,0,4764616
2022-09-12,3,2022,9,38,2,1,205,30697,8011.840245,245939460,3292082,63213355944,0,0,22,19,26,1,195714181
2022-09-13,3,2022,9,38,3,0,208,33803,7199.949117,243379880,3828481,64460442564,0,3,23,20,27,1,307346705
2022-09-14,3,2022,9,38,4,0,208,33213,7174.412429,238283760,3278141,66048216296,0,1,24,20,28,0,203381628
2022-09-15,3,2022,9,38,5,0,207,33124,7360.283782,243802040,3144053,63577122880,2,4,24,20,28,0,211343118
2022-09-16,3,2022,9,38,6,0,208,34052,7627.819511,259742510,3206349,62904268774,5,1,24,21,29,1,199566966
2022-09-17,3,2022,9,38,7,0,207,36700,8127.76812,298289090,3545433,59264196390,0,0,25,22,31,1,215406223
2022-09-18,3,2022,9,39,1,0,208,29971,7966.895666,238775830,3861104,58822987401,0,0,26,23,31,2,31512625
2022-09-19,3,2022,9,39,2,0,208,30776,7283.384455,224153440,3575160,54431042623,3,5,24,18,28,7,181862834
2022-09-20,3,2022,9,39,3,0,208,31898,7227.650009,230547580,3771175,61242295431,2,5,18,14,23,0,246666266
2022-09-21,3,2022,9,39,4,0,208,32164,7129.7121,229320060,3446085,66452413854,0,4,17,12,23,0,186813294
2022-09-22,3,2022,9,39,5,0,208,32735,7196.785092,235586760,3412741,64769832078,1,5,18,11,24,0,174765030
2022-09-23,3,2022,9,39,6,0,209,32858,7908.992331,259873670,3159481,68927364992,0,12,18,13,25,0,180065888
2022-09-24,3,2022,9,39,7,0,209,36538,8377.870163,306110620,3195865,65976657986,0,4,17,11,24,0,195016051
2022-09-25,3,2022,9,40,1,0,208,31082,7975.896017,247906800,3844246,65624454746,0,6,18,14,23,0,28144058
2022-09-26,3,2022,9,40,2,0,209,32346,7091.013108,229365910,4681816,62300166109,2,26,18,14,23,0,197837474
2022-09-27,3,2022,9,40,3,0,210,33071,7160.461431,236803620,3708446,63361690194,2,0,19,13,26,0,279944535
2022-09-28,3,2022,9,40,4,0,210,32990,7161.939982,236272400,3624699,65588805106,0,0,18,14,25,0,307694272
2022-09-29,3,2022,9,40,5,0,211,33685,7241.181832,243919210,3703673,65486117256,1,2,19,14,26,0,193383954
2022-09-30,3,2022,9,40,6,0,210,34583,7844.189631,271275610,3463214,71439477043,96,5,19,13,28,0,244719201
2022-10-01,3,2022,10,40,7,0,210,40671,8624.56689,350769760,3766315,68638378728,2,2,19,12,28,0,212293498
2022-10-02,3,2022,10,41,1,0,210,36663,8810.101737,323004760,3336790,68204783999,0,1,20,14,25,3,30409391
2022-10-03,3,2022,10,41,2,1,211,27993,8352.757475,233818740,3798164,62749224193,1,3,23,19,26,19,208208452
2022-10-04,3,2022,10,41,3,0,210,28397,7508.197345,213210280,3975954,62672191963,2,1,19,15,24,31,286066332
2022-10-05,3,2022,10,41,4,0,211,30152,7356.8158,221822710,3514381,67024737317,0,1,16,14,20,3,178072991
2022-10-06,3,2022,10,41,5,0,211,29654,7286.356647,216069620,4005850,64490675674,1,3,16,13,20,4,190147525
2022-10-07,3,2022,10,41,6,0,211,29612,8264.841618,244738490,3943221,69496158674,1,2,15,12,19,2,227867535
2022-10-08,3,2022,10,41,7,0,211,36276,8972.979932,325503820,3718770,67816323685,0,0,15,9,21,0,181819935
2022-10-09,3,2022,10,42,1,1,207,33077,9091.003416,300703120,3543008,67496256666,0,1,14,11,16,8,26446955
2022-10-10,3,2022,10,42,2,1,211,26723,8417.421322,224938750,4138079,62330674138,0,1,11,9,15,3,183442251
2022-10-11,3,2022,10,42,3,0,211,31325,7315.303751,229151890,4090177,61404819094,1,1,12,8,18,0,284144833
2022-10-12,3,2022,10,42,4,0,211,31612,7353.600848,232462030,3710995,65275731430,3,4,13,6,21,0,175736124
2022-10-13,3,2022,10,42,5,0,212,32007,7237.373387,231646610,3599614,63039835320,2,2,15,9,22,0,180807111
2022-10-14,3,2022,10,42,6,0,212,32771,7812.391444,256019880,3578521,63301229096,4,3,15,10,22,0,187461652
2022-10-15,3,2022,10,42,7,0,211,36426,8297.38456,302240530,3393156,60437657896,0,5,17,11,24,0,205614417
2022-10-16,3,2022,10,43,1,0,210,31228,8136.305239,254080540,4339078,60314153664,0,0,17,13,22,0,29922322
2022-10-17,3,2022,10,43,2,0,211,30960,7463.817183,231079780,4057275,56584193730,0,4,13,8,18,0,171068390
2022-10-18,3,2022,10,43,3,0,212,31009,7225.960528,224069810,3892840,58771291941,0,1,9,4,15,0,262313078
2022-10-19,3,2022,10,43,4,0,212,30522,7331.313151,223766340,3657676,60760489769,0,5,9,3,17,0,198636535
2022-10-20,3,2022,10,43,5,0,212,31148,7593.557532,236524130,4417942,60458407345,1,4,11,3,20,0,187260136
2022-10-21,3,2022,10,43,6,0,212,32444,8004.792874,259707500,3916127,60089631920,2,4,13,7,20,0,199573769
2022-10-22,3,2022,10,43,7,0,211,36241,8411.823901,304852910,3539175,59630832324,0,7,15,10,22,0,279225105
2022-10-23,3,2022,10,44,1,0,210,28104,8585.45723,241285690,3716937,59515571528,0,3,13,9,19,2,32917558
2022-10-24,3,2022,10,44,2,0,214,29818,7429.887316,221544380,4038734,59401488365,0,32,10,5,15,1,329080830
2022-10-25,3,2022,10,44,3,0,214,31031,7364.902517,228540290,3967522,59803959028,1,0,9,3,16,0,251288669
2022-10-26,3,2022,10,44,4,0,214,31403,7506.238894,235718420,3508839,59951482897,0,3,11,4,19,0,168340227
2022-10-27,3,2022,10,44,5,0,214,31917,7259.351129,231696710,4103809,59835910487,5,1,13,7,20,1,198403019
2022-10-28,3,2022,10,44,6,0,214,30853,8064.426474,248811750,3989996,72918363150,1,0,12,6,20,1,235196850
2022-10-29,3,2022,10,44,7,0,213,33746,8651.981568,291969770,4634293,70371650337,2,0,13,8,20,0,186114062
2022-10-30,3,2022,10,45,1,0,212,29055,8130.434349,236229770,4268500,69837765571,0,0,13,7,19,0,27157578
2022-10-31,3,2022,10,45,2,0,214,30667,7352.324975,225473750,4255015,64692164483,76,1,13,8,19,0,160005286
2022-11-01,3,2022,11,45,3,0,214,30925,7171.244301,221770730,4372067,65344470850,3,3,12,7,20,0,228194103
2022-11-02,3,2022,11,45,4,0,213,29898,7304.256806,218382670,3826803,66135972539,1,2,11,5,19,0,191996052
2022-11-03,3,2022,11,45,5,0,214,29377,7411.399394,217724680,3582302,67804725630,0,4,10,4,17,0,188647022
2022-11-04,3,2022,11,45,6,0,214,29632,8084.506952,239560110,3642812,71042198823,2,3,7,3,12,0,190785657
2022-11-05,3,2022,11,45,7,0,212,31804,8596.135392,273391490,3477914,68570276551,0,0,6,0,14,0,189446471
2022-11-06,3,2022,11,46,1,0,210,27616,8153.688441,225172260,3730341,68179948833,0,1,8,1,16,0,25210359
2022-11-07,3,2022,11,46,2,0,213,29397,7363.490832,216464540,4168485,66687011076,2,1,9,2,17,0,155189358
2022-11-08,3,2022,11,46,3,0,214,30115,7241.939233,218091000,3816014,70111899356,0,2,10,4,19,0,265951707
2022-11-09,3,2022,11,46,4,0,214,29248,7443.475109,217706760,4129257,71822791868,0,2,10,4,18,0,175972839
2022-11-10,3,2022,11,46,5,0,215,30969,7595.027608,235210410,3876544,68173267043,0,5,12,6,20,0,169685900
2022-11-11,3,2022,11,46,6,0,214,33508,8294.474185,277931241,13285904,69918013147,1,3,13,7,21,0,173988534
2022-11-12,3,2022,11,46,7,0,213,32875,8631.731559,283768175,4028369,66388479404,1,1,16,9,22,13,185301150
2022-11-13,3,2022,11,47,1,0,211,24743,8676.898719,214692505,3903655,66020873675,0,1,13,10,19,11,24081785
2022-11-14,3,2022,11,47,2,0,215,28405,7384.507657,209756940,11231448,60797112008,1,7,10,6,14,0,165171325
2022-11-15,3,2022,11,47,3,0,214,28205,7357.544052,207519530,7743265,63195854518,4,5,8,3,14,1,251895029
2022-11-16,3,2022,11,47,4,0,215,28394,7261.812355,206191900,3952319,65935225973,0,3,9,4,15,0,175580178
2022-11-17,3,2022,11,47,5,0,214,29268,7341.924969,214883460,3605180,63285560497,1,3,9,4,16,0,181696495
2022-11-18,3,2022,11,47,6,0,215,30469,8142.770685,248102080,4553824,64918439782,0,11,9,2,18,0,177639069
2022-11-19,3,2022,11,47,7,0,214,32763,8582.157617,281177230,3496413,61755240229,0,5,11,4,18,0,191641474
2022-11-20,3,2022,11,48,1,0,213,27779,8290.473019,230301050,3789194,61345327012,0,4,12,7,18,0,29447302
2022-11-21,3,2022,11,48,2,0,215,29112,7342.040739,213741490,4046209,65206895946,0,6,11,5,18,0,179867954
2022-11-22,3,2022,11,48,3,0,214,28664,7195.785654,206260000,4403652,75483112782,0,20,11,7,15,7,250599787
2022-11-23,3,2022,11,48,4,0,215,28322,7401.356543,209621220,3535906,71877400532,1,1,11,6,16,3,183079211
2022-11-24,3,2022,11,48,5,0,216,30800,7673.654545,236348560,3779416,70406675159,0,2,8,4,15,0,298272957
2022-11-25,3,2022,11,48,6,0,216,29461,7974.567734,234938740,3833515,73948492578,0,2,10,2,17,0,182844173
2022-11-26,3,2022,11,48,7,0,215,30553,8798.265309,268813400,4281804,73680582443,0,0,9,2,15,0,200291331
2022-11-27,3,2022,11,49,1,0,213,26663,8083.566928,215532145,3855057,73351506222,2,0,6,-1,14,0,25479511
2022-11-28,3,2022,11,49,2,0,215,28681,7944.300059,227850470,4312696,68635179526,0,0,11,4,16,16,156136404
2022-11-29,3,2022,11,49,3,0,215,28119,7195.04392,202317440,4104695,73288616686,3,1,10,4,16,11,247195373
2022-11-30,3,2022,11,49,4,0,216,26125,7547.069474,197167190,3602744,71320895240,23,0,-2,-4,4,0,189123018
2022-12-01,4,2022,12,49,5,0,215,26497,7542.488584,199853320,3517726,68501433197,8,2,-3,-6,2,0,168554293
2022-12-02,4,2022,12,49,6,0,214,28168,8776.975291,247229840,3623304,68898793353,1,3,-1,-6,4,0,197626133
2022-12-03,4,2022,12,49,7,0,213,26310,8897.13455,234083610,3477636,66378006332,0,1,3,-3,8,0,179003458
2022-12-04,4,2022,12,50,1,0,211,23301,8370.035192,195030190,3908095,65991036181,0,1,1,-2,5,0,25286044
2022-12-05,4,2022,12,50,2,0,215,26746,7741.547147,207055420,4189514,61376681606,1,3,-1,-4,4,0,162589953
2022-12-06,4,2022,12,50,3,0,214,25567,7303.468534,186727780,3786691,62994042607,0,1,1,-5,6,0,222573604
2022-12-07,4,2022,12,50,4,0,215,25846,7688.463205,198716020,3491854,65212274872,0,0,4,-1,9,0,165796746
2022-12-08,4,2022,12,50,5,0,215,26821,7370.048097,197672060,3663916,62472059714,0,0,4,-2,11,0,146812704
2022-12-09,4,2022,12,50,6,0,216,27366,8432.52832,230764570,3660668,63770731761,0,3,4,-1,11,0,155928145
2022-12-10,4,2022,12,50,7,0,214,29429,8801.493425,259019150,3879924,60885109077,0,2,3,-2,8,0,206108750
2022-12-11,4,2022,12,51,1,0,213,25110,8280.700916,207928400,3620149,60492407923,0,0,2,-2,9,0,25980817
2022-12-12,4,2022,12,51,2,0,214,27178,7579.570977,205997580,3894198,55981816370,0,4,2,-3,8,1,159089861
2022-12-13,4,2022,12,51,3,0,216,26144,7696.114596,201207220,3624303,57812414735,1,2,3,-2,6,2,252192844
2022-12-14,4,2022,12,51,4,0,216,24702,7718.939762,190673250,3310253,61369773958,1,2,-5,-9,-1,0,186614034
2022-12-15,4,2022,12,51,5,0,216,25799,7945.006977,204973235,3226644,58452250392,0,9,-2,-9,4,1,168837376
2022-12-16,4,2022,12,51,6,0,216,26462,8516.341168,225359420,4259445,61465972434,1,3,-2,-6,1,0,169282385
2022-12-17,4,2022,12,51,7,0,209,26737,8892.864944,237768530,4393193,59059959876,0,4,-5,-9,0,1,185891753
2022-12-18,4,2022,12,52,1,0,211,22068,8822.2118,194688570,3731482,58724945895,0,3,-8,-11,-3,1,26259980
2022-12-19,4,2022,12,52,2,0,215,23599,8068.217721,190401870,4249913,55046422643,0,5,-5,-11,1,0,161232711
2022-12-20,4,2022,12,52,3,0,216,24893,7918.878801,197124650,4093769,57550415521,1,26,-2,-9,4,0,230652568
2022-12-21,4,2022,12,52,4,0,217,23827,8221.08994,195883910,4065287,62966329947,0,2,1,-2,4,5,178101440
2022-12-22,4,2022,12,52,5,0,217,23821,8042.75891,191586560,4083248,61412020576,1,8,-4,-8,1,2,160637266
2022-12-23,4,2022,12,52,6,0,218,24579,8853.286139,217604920,3988741,65468503431,3,4,-8,-10,-5,2,184876967
2022-12-24,4,2022,12,52,7,0,216,27885,9294.67097,259181900,4687352,64667898460,2,0,-7,-12,-1,0,184169764
